Email, LastName, FirstName, Country, PhoneNum, Password, 
sklosges@yahoo.com.br, Klosges, Starlene, Dominican Republic, 908-9290, #hE@rN@}7gZyi, 
slea@free.fr, Lea, Sigrid, United Arab Emirates, 925-9732, #A9\mc, 
slinne@club-internet.fr, Linne, Starlene, Brazil, 925-9130, D.LQdF7i, 
slinne@zonnet.nl, Linne, Sapphire, Monaco, 429-4878, -;RSS<BE, 
sluno@aol.com, Luno, Sheelagh, Tonga, 444-2723, /Ycv>hlnT!lcZ, 
smacmechan@neuf.fr, MacMechan, Stanislas, Brunei, 398-8342, 8GAStf7ulf]5<J]7, 
smather@yahoo.es, Mather, Sibilla, Bolivia, 908-5518, m.{QeFM\G5W)J!, 
smcginlay@sbcglobal.net, McGinlay, Stevana, Bolivia, 997-9884, ~@(;@S:p\rsa#], 
smcilvenna@chello.nl, McIlvenna, Shaw, Serbia, 270-5362, I7~='W.A, 
smcilvenna@yahoo.co.jp, McIlvenna, Sherwood, Austria, 270-4069, p)te\kceu/D&eL), 
smckeefry@yahoo.co.in, McKeefry, Steven, Honduras, 219-4273, )^mgLY2<^DU, 
smcsporon@yandex.ru, McSporon, Susana, Greece, 444-9293, !^[I@0o, 
smelross@bigpond.net.au, Melross, Susana, Lebanon, 867-4138, _Cp?mbiizZir~[, 
smeriguet@windstream.net, Meriguet, Shanon, Chile, 270-3003, |w/'GwB\NYBIeI, 
smerrall@yahoo.es, Merrall, Sidney, Kenya, 219-9620, `gEtYM?s#4wdkhX, 
smyall@live.com, Myall, Sheridan, Ethiopia, 398-9407, '9~k8K, 
snacey@sympatico.ca, Nacey, Saundra, Costa Rica, 209-2375, n6n{d%<, 
so' dornan@shaw.ca, O' Dornan, Shanon, Lebanon, 398-7464, @656n'y\qVK, 
solenikov@cox.net, Olenikov, Scotti, Saudi Arabia, 867-9249, >tZI{aQ, 
sparysiak@blueyonder.co.uk, Parysiak, Simon, Czechia (Czech Republic), 997-5362, 3(:\Co/#y, 
sparysiak@rediffmail.com, Parysiak, Shea, Botswana, 925-8064, Sas'J*P/HB, 
spatrie@tiscali.it, Patrie, Stormy, Costa Rica, 429-6222, u=;LG}+UL\"MW, 
spaul@orange.fr, Paul, Sandie, Finland, 219-8370, 6fTpK=Gw=+#n, 
spedler@live.nl, Pedler, Shanie, Paraguay, 270-8571, ugFNK{US`kcu, 
spetruska@alice.it, Petruska, Seka, Sri Lanka, 444-2491, Oe_Dw^AGkRc#fR, 
spetruska@hotmail.it, Petruska, Sephira, Lithuania, 908-6926, &-$Rf^(G4, 
spett@optonline.net, Pett, Shepperd, Democratic Republic of the Congo, 444-1031, L;`C;gpo~RLlG, 
sreinert@yandex.ru, Reinert, Selene, New Zealand, 867-7644, @B7&_Y@QOB0(, 
ssentance@live.co.uk, Sentance, Susy, Syria, 867-2587, Nrc9P4, 
ssimmonds@hotmail.it, Simmonds, Shandie, Bhutan, 997-7851, W/Cgvo, 
sswanton@alice.it, Swanton, Saxon, Ireland, 219-5173, Zw(&\zmU, 
stilbrook@bluewin.ch, Tilbrook, Steven, North Macedonia, 444-9704, a?_"qj[, 
strelevan@yahoo.com.ar, Trelevan, Selene, Madagascar, 925-4071, 4K9[@[>M, 
stunuy@sbcglobal.net, Tunuy, Shea, Saudi Arabia, 209-7496, *o%}'Yf=X, 
swheowall@yahoo.co.jp, Wheowall, Sidney, Bahrain, 925-6124, XcREe<07al5;>`>x, 
syacob@arcor.de, Yacob, Shae, Spain, 997-5361, "U-5qVkHyw}F, 
tbaudet@mac.com, Baudet, Trumann, Jamaica, 925-6899, g[M_4#y?^&2`6\&, 
tberkely@yahoo.fr, Berkely, Tally, Belgium, 398-5560, ^D+av9viqjhf@h, 
tbowden@tin.it, Bowden, Tybi, Egypt, 209-2447, 954<gpzO3an*&, 
tbrando@outlook.com, Brando, Tybi, Syria, 398-2372, XFf@Q<0Arrk\q~p, 
tbrodbin@yahoo.com, Brodbin, Tessa, Afghanistan, 925-2814, ~3[:}O~Bg/5<G->, 
tcaddy@hotmail.fr, Caddy, Tobi, Japan, 444-6105, P]6\30`JG8]~o, 
tconford@yahoo.com.ar, Conford, Tulley, Israel, 997-9921, P<g-w8Kt[.by<G, 
tconsterdine@yahoo.com.br, Consterdine, Trixi, Brazil, 398-9931, h\JJd%4?4, 
tcowthart@blueyonder.co.uk, Cowthart, Tabatha, South Korea, 925-4469, &4^5rMh, 
tdowgill@optusnet.com.au, Dowgill, Timmi, Yemen, 867-8008, H[BNU8vb<_GpE, 
tducastel@windstream.net, Ducastel, Tandy, Spain, 398-5614, !t"fg26\), 
tembery@laposte.net, Embery, Trenna, Israel, 444-5771, _cW9[`E+Maqf, 
tfillary@yahoo.co.uk, Fillary, Trenna, Eritrea, 219-4991, DbA*W"H/[/l{, 
tfriedman@live.fr, Friedman, Titus, Senegal, 270-2031, b(Q}gd0urO, 
tgave@mail.ru, Gave, Tandy, Denmark, 398-6892, ihJUKMINZ=sb1b!, 
tgave@terra.com.br, Gave, Tobin, Haiti, 925-2702, ^[QhW6l.Hu, 
tgheeraert@rambler.ru, Gheeraert, Tony, Bosnia and Herzegovina, 925-7672, nzp.-J&Z"N]}o[I, 
tglassborow@freenet.de, Glassborow, Tallie, Ethiopia, 398-6541, ?SjWIJ(, 
thuddle@tiscali.it, Huddle, Tabby, Cameroon, 908-1679, e/?p+t7d, 
thughf@yahoo.com.mx, Hughf, Tybi, Lesotho, 209-9184, >[eWnK~, 
tkeam@hotmail.com, Keam, Torey, Turkmenistan, 398-1901, frq5`c(Z0fN[[URH, 
tlammin@zonnet.nl, Lammin, Tulley, Equatorial Guinea, 429-9984, GLNiR+U`, 
tlarmor@virgilio.it, Larmor, Tobi, El Salvador, 219-8441, *fG!xw, 
tlocker@virgilio.it, Locker, Torey, Paraguay, 867-8556, Lc].iiwry\$H, 
tmaase@planet.nl, Maase, Teodor, Madagascar, 908-5291, 8yTWaXo=, 
tmaccathay@yahoo.es, MacCathay, Tasia, Madagascar, 925-9813, :h6#\&mW, 
tmegahey@rocketmail.com, Megahey, Troy, Liberia, 925-4045, u:%.AN+, 
tmew@bigpond.com, Mew, Timmi, Gambia, 908-7486, 2&7q(0, 
tmorpeth@bigpond.com, Morpeth, Torrence, Estonia, 209-8978, 3/XAY.czOo, 
tmussared@yahoo.it, Mussared, Trstram, Albania, 219-9209, hVQCBk2'-ynnu, 
tramsey@optonline.net, Ramsey, Trish, Guyana, 867-6947, cpx/w}-.FS2~e2, 
trosenzwig@voila.fr, Rosenzwig, Tova, Rwanda, 444-9152, o78[V3, 
tsmeal@optonline.net, Smeal, Trenna, Spain, 925-5088, t"d%.{, 
tsnarr@shaw.ca, Snarr, Troy, Syria, 925-1728, lIe%jwt\NdRXU\C4, 
tsokill@bellsouth.net, Sokill, Tabatha, Eswatini (fmr. "Swaziland"), 398-8888, ]-W:i@sF$s*;, 
tsokill@live.nl, Sokill, Thaddus, Belarus, 908-7986, TB0[D[], 
tstaveley@msn.com, Staveley, Timmi, Singapore, 398-1584, Zecj9="n0U<, 
tstowgill@live.it, Stowgill, Tris, Tajikistan, 925-4814, q/(FwT0-, 
ttindley@live.com, Tindley, Titus, Italy, 398-5226, ;~!Mb[]rOy, 
ttunuy@hotmail.co.uk, Tunuy, Thaddus, Turkey, 270-4580, 1TO*2c, 
twarwick@live.ca, Warwick, Tabby, Ghana, 908-8759, 'qke7+A, 
twaters@yahoo.in, Waters, Tina, Uzbekistan, 398-9146, Y8VDS{0`, 
twhillock@voila.fr, Whillock, Tatiana, Côte d'Ivoire, 867-1153, /8bU]O@.|"u\g&, 
twoodland@att.net, Woodland, Tasia, Malta, 444-6397, 7nDyuBr, 
tyushmanov@live.com.au, Yushmanov, Tris, Sierra Leone, 997-6430, &SoZ)W, 
ucurtiss@comcast.net, Curtiss, Uriah, Kiribati, 997-1507, qYN;ix\q/7?l, 
ugheeraert@telenet.be, Gheeraert, Uriah, Colombia, 997-5640, GA||Z\, 
uhakey@hotmail.de, Hakey, Uriah, Turkey, 867-2971, aZZoQy]RZO:, 
usuddock@yahoo.com.ar, Suddock, Ulrika, Turkey, 867-6387, Pxx`Y-CirVP3<s, 
valwin@yahoo.co.uk, Alwin, Valry, Romania, 429-6779, x4Xhn*R7Y4Fi, 
vcastagneri@gmx.de, Castagneri, Veronique, Mongolia, 997-4461, cvn5"6b, 
vclaque@hetnet.nl, Claque, Vicky, Czechia (Czech Republic), 219-2203, GcF5ZL#5in#ob7, 
vdi pietro@uol.com.br, Di Pietro, Valry, Somalia, 997-2785, ^=i2b2x{YEXmyim, 
vdinnies@yahoo.de, Dinnies, Veronike, Tuvalu, 398-2898, 5/M[tJ^'/^f, 
vfelipe@verizon.net, Felipe, Valdemar, Algeria, 908-9284, qT01iCs9HeTV@vy, 
vgerran@rediffmail.com, Gerran, Valentine, Papua New Guinea, 908-5879, tyj"KEIvzM|dS2Z, 
vgerriet@sympatico.ca, Gerriet, Vanya, Belize, 908-4895, ;`5G.4~$I4?, 
vhakey@yahoo.fr, Hakey, Vinny, Rwanda, 444-3163, IFP$~=O;gQ{G=$, 
vhulkes@yahoo.com.au, Hulkes, Veronique, Israel, 925-4571, [o[ol7, 
vjanacek@freenet.de, Janacek, Veronike, Finland, 444-3516, ?W?'#veS9ZA, 
vkerman@chello.nl, Kerman, Verene, Guinea-Bissau, 444-8837, qori[aE^*ZE'7-, 
vmcfadin@gmx.de, McFadin, Veronique, Fiji, 429-7407, (T86T#C5ml, 
vpeyes@yandex.ru, Peyes, Vicky, Pakistan, 925-9215, YmEf0.A, 
vprandini@uol.com.br, Prandini, Valentine, Antigua and Barbuda, 270-1092, iczHF%, 
vpringle@aol.com, Pringle, Valma, Ecuador, 908-6317, Qj"h(6Sx%, 
vrandall@terra.com.br, Randall, Vinny, Senegal, 867-9888, (L@vC|+w-\bM;c(, 
vroutley@voila.fr, Routley, Veronike, Portugal, 209-3052, cT?PD~iT"y_lSf[7, 
vrumford@uol.com.br, Rumford, Vicky, Nauru, 219-1206, E9)e2MT7T0z3Ah9u, 
vscotchford@yahoo.ca, Scotchford, Vincenty, Djibouti, 219-7610, kxp2<Vo)R+M(o`P, 
vseer@live.ca, Seer, Veronique, India, 444-9074, ye6A;ht)?QM, 
vswetman@googlemail.com, Swetman, Veronique, Sweden, 908-5773, )jxqK=/*|m>9?xp, 
vtootell@yahoo.in, Tootell, Vail, Uruguay, 219-5181, eiV?Wg'q}xcs}YJ, 
vwalesby@alice.it, Walesby, Vail, Iraq, 867-8346, VkYvRWJ2lVQ$T[0, 
vwardle@hotmail.fr, Wardle, Vera, Bahrain, 925-4816, 1+bJgk, 
vyallowley@comcast.net, Yallowley, Veronike, Fiji, 997-4551, '>9L.['@1:ete, 
wabrahamoff@juno.com, Abrahamoff, Westbrook, South Sudan, 867-6695, ZKUUvJ4}.BLr, 
wbettington@mac.com, Bettington, Westbrook, Antigua and Barbuda, 997-3034, 74#+N", 
wblanden@ig.com.br, Blanden, Westbrook, Kazakhstan, 429-7669, "t0E\@!P="2Hw, 
wbromidge@ig.com.br, Bromidge, William, Venezuela, 925-8155, }jCFAe|8g)k;C@, 
wdeveraux@optonline.net, Deveraux, Waite, Eritrea, 209-6084, A/hSJE, 
wfeatherstone@mac.com, Featherstone, Winnie, Iceland, 997-1449, 'llMi+q^ap, 
wfrisdick@bluewin.ch, Frisdick, Wat, Sierra Leone, 444-5613, T#m^\'CQV"M(U, 
whold@zonnet.nl, Hold, Wallis, United Arab Emirates, 444-3656, 1B'@YL^U?JNKv%, 
wklosges@blueyonder.co.uk, Klosges, Witty, Cameroon, 219-8703, x03TB"sd3h, 
wkorneichuk@charter.net, Korneichuk, Will, Bangladesh, 444-6156, Xz)6S\3.fV7b, 
wmacquist@yahoo.fr, MacQuist, William, Belgium, 997-3638, i9(fr1:)BB.t, 
wmarson@bellsouth.net, Marson, Westbrook, Vietnam, 908-9882, !UC{T=, 
wmechan@hetnet.nl, Mechan, Wallas, China, 997-4776, >r4G>zN_rtl, 
wmemmory@gmail.com, Memmory, Will, Dominica, 867-3208, 21~wmR$3S, 
wneillans@mail.com, Neillans, Wendy, Singapore, 429-8936, 3M7#u)sK.}>J}, 
wperes@bluewin.ch, Peres, Westbrook, Sao Tome and Principe, 270-9886, guok>(Tc\s;(3it>, 
wsiemandl@ymail.com, Siemandl, Wat, Timor-Leste, 209-5739, ^m[3h+D!, 
wstainbridge@home.nl, Stainbridge, Wakefield, Algeria, 997-8040, r)aQYuA{(/T<G], 
wvan oord@free.fr, Van Oord, Wakefield, Comoros, 219-8826, 2v]`BrZ9k|Xd7, 
wwartonby@hotmail.es, Wartonby, Whitman, Tanzania, 997-8396, Z*]6Q@J("iN, 
xdonett@planet.nl, Donett, Xenos, Turkey, 908-7503, qxN@rDD, 
xmyhill@live.fr, Myhill, Xever, Latvia, 429-6899, g95b1`3H, 
xnockells@yahoo.com.br, Nockells, Xever, United Kingdom, 209-4407, Ex}gMt+W?H, 
xreasun@yahoo.co.jp, Reasun, Xenos, Iran, 997-5440, vSz>!cBlnvM?9M6/, 
xvauls@hetnet.nl, Vauls, Xever, Papua New Guinea, 997-3900, rUyvq$3Se]4, 
xwhelband@bluewin.ch, Whelband, Xenos, Lebanon, 444-3639, 17PZ[s3=, 
ybrando@laposte.net, Brando, Yves, Kiribati, 867-7508, vd!<+;)pmM}W?, 
ychastanet@yahoo.co.uk, Chastanet, Ynes, Portugal, 997-3134, #:.#khzPN]q, 
yegglestone@alice.it, Egglestone, Yves, India, 908-8646, VQr)!0ETZ\|, 
yetuck@uol.com.br, Etuck, Yvor, Turkmenistan, 219-6968, KP~Q./R`, 
yo'cannovane@yahoo.com.au, O'Cannovane, Ynes, Tunisia, 444-2031, 1c0W&C8, 
yreppaport@yandex.ru, Reppaport, Yorke, Croatia, 270-2388, O#!Lw(Gv#9t/, 
yruprechter@gmail.com, Ruprechter, Yvonne, Morocco, 444-6023, ZlQ]c<t), 
yyallowley@gmx.de, Yallowley, Yehudit, Pakistan, 209-1042, Ts.g^6T"e__K, 
zfleury@home.nl, Fleury, Zuzana, Trinidad and Tobago, 444-9858, !/iFD#, 
zvaszoly@yahoo.co.id, Vaszoly, Zsazsa, Tuvalu, 270-9058, {OG<(HdY011{6^, 
